Time,Avg_Intelligence,Avg_Knowledge,Truth_Adoption,Apparent_Truth,Truth_Distortion,Avg_Suppression,Event_Horizon,Beyond_Horizon,Lifecycle_Intensity,Lifecycle_Phase,Inflation_Multiplier,Is_Inflating,Dark_Energy_Effect,Background_Knowledge,Knowledge_Suppression_Ratio,Critical_Transition
15,0.0,0.4079755046857209,33.98899394061402,27.13818701989652,4.152310654238999,4.9115488654489345,36.36898341990797,True,0.2967151701297004,0,1.1322391105772693,True,0.0,0.31992147582529784,0.09098473159786699,False
16,0.0,0.3671779542171488,36.257761782363254,29.56339443704402,4.425599503570001,4.713839964282191,44.26307195373872,True,0.30855355701244397,0,1.0979651426023855,True,0.0,0.30016258565724196,0.08306453134482464,False
17,0.0,0.33046015879543394,38.10053886250044,31.785394985057206,4.472366797306048,4.49664390877793,52.446063634747844,True,0.3197025299134608,0,1.07257436263153,True,0.0,0.2806305482357433,0.07789359778849886,False
18,0.0,0.2974141429158906,39.55567316384953,33.680217095029136,4.420321767471306,4.282838132106962,61.764871409263954,True,0.33020223717753044,0,1.18,True,0.0,0.26211191670119366,0.07349039984027651,False
19,0.0,0.2676727286243015,40.67394441175657,35.24419385756673,4.311479306282798,4.0778892787647125,72.62726444808872,True,0.3400904890918481,0,1.18,True,0.0,0.24535255932103905,0.06944323687749934,False
20,0.0,0.24090545576187142,41.50905160904197,36.50706365717014,4.166880754586432,3.8822993441299376,85.37258599002392,True,0.349402894043899,0,1.18,True,0.0,0.23102795440170654,0.06564001872689045,False
21,0.0,0.21681491018568427,42.11224478728883,37.50970784958213,3.999343759459842,3.6958465093134065,100.0,True,0.3581729867501148,0,1.18,True,0.0,0.21971628630107493,0.06205226192208029,False
22,0.0,0.19513341916711582,42.529692363994485,38.293821635535274,3.818423151753556,3.518162996613563,100.0,True,0.36643234901707483,0,1.18,True,0.0,0.21187541625078357,0.05866447906841318,False
23,0.0,0.17562007725040424,42.80130286607353,38.89838864702117,3.6313037169733167,3.3488618441347855,100.0,True,0.37421072347012174,0,1.18,True,0.0,0.2078246469216226,0.05546457607420211,False
24,0.0,0.15805806952536383,42.960505225751696,39.35803913945645,3.4432637266170723,3.1873189524315304,100.0,True,0.3815361206589391,0,1.18,True,0.0,0.20773200834476546,0.05244172062755774,False
25,0.0,0.14225226257282744,43.0345406263373,39.7027539575356,3.2577512682160954,3.0299521058322627,100.0,True,0.3884349199257851,0,1.18,True,0.0,0.2116075725336861,0.04958966199626337,False
26,0.0,0.1280270363155447,43.04426978941471,39.961064397926464,3.0734762284108355,2.8787838148209017,100.0,True,0.39493196439961764,0,1.18,True,0.0,0.21930306369837382,0.04694868354486871,False
27,0.0,0.11522433268399024,43.006884735325364,40.149261728064076,2.895008061350641,2.7340203880655287,100.0,True,0.40105065045819266,0,1.18,True,0.0,0.2305177798784612,0.0444726122386893,False
28,0.0,0.1037018994155912,42.9359156850888,40.28287596579595,2.724008769529409,2.595505801701453,100.0,True,0.406813011980295,0,1.18,True,0.0,0.24481059014596168,0.042144650122934106,False
29,0.0,0.09333170947403209,42.84179474017881,40.37472851142404,2.56118717366476,2.463037967602994,100.0,True,0.41223979969150154,0,1.18,True,0.0,0.2616175292693261,0.03995440863496073,False
30,0.0,0.08399853852662888,42.732460888862335,40.43497041449732,2.4068243256814927,2.3364339551309867,100.0,True,0.4173505558892067,0,1.18,True,0.0,0.2802742885426849,0.03789292357716339,False
31,0.0,0.075598684673966,42.61389112094418,40.47150016658401,2.260960722278324,2.2155393534379146,100.0,True,0.4221636848160013,0,1.18,True,0.0,0.30004270626249535,0.03595159980540503,False
